"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-21","2019","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-22","2019","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-23","2019","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-24","2019","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-25","2019","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-26","2019","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-27","2019","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-28","2019","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-29","2019","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-30","2019","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-10-31","2019","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-01","2019","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-02","2019","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-03","2019","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-04","2019","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-05","2019","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-06","2019","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-07","2019","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-08","2019","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-09","2019","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-10","2019","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-11","2019","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-12","2019","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-13","2019","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-14","2019","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-15","2019","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-16","2019","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-17","2019","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-18","2019","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-19","2019","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-20","2019","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-21","2019","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-22","2019","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-23","2019","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-24","2019","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-25","2019","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-26","2019","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-27","2019","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-28","2019","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-29","2019","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-11-30","2019","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-01","2019","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-02","2019","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-03","2019","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-04","2019","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-05","2019","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-06","2019","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-07","2019","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-08","2019","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-09","2019","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-10","2019","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-11","2019","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-12","2019","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-13","2019","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-14","2019","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-15","2019","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-16","2019","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-17","2019","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-18","2019","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-19","2019","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-20","2019","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-21","2019","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-22","2019","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-23","2019","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-24","2019","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-25","2019","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-26","2019","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-27","2019","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-28","2019","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-29","2019","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-30","2019","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-113.53","53.52","UNIVERSITY OF ALBERTA METABOLIC CENTRE","301FFNJ","2019-12-31","2019","12","31","","","","","","","","","","","","","","","","","","","","","","",""
